shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
270:240,47.865550,-121.795480,90052,9513.60
270:240,47.865490,-121.795800,90053,9538.44
270:240,47.865430,-121.796080,90054,9560.42
270:240,47.865350,-121.796390,90055,9585.26
270:240,47.865240,-121.796800,90056,9618.27
270:240,47.865170,-121.797030,90057,9637.17
270:240,47.865050,-121.797440,90058,9670.63
270:240,47.864840,-121.798140,90059,9727.97
270:240,47.864720,-121.798520,90060,9759.39
270:240,47.864510,-121.799180,90061,9813.98
270:240,47.864280,-121.799910,90062,9874.30
270:240,47.864200,-121.800170,90063,9895.70
270:240,47.864040,-121.800660,90064,9936.45
270:240,47.863990,-121.800810,90065,9948.98
270:240,47.863830,-121.801340,90066,9992.44
270:240,47.863570,-121.802200,90067,10063.00
270:240,47.863250,-121.802010,90068,10101.32
270:240,47.863180,-121.802270,90069,10122.26
270:240,47.863074,-121.802706,90070,10156.94
270:240,47.862970,-121.803130,100002,10190.71
270:240,47.863010,-121.803390,100003,10210.65
270:240,47.863180,-121.803520,100004,10231.89
270:240,47.863120,-121.803760,100005,10251.06
270:240,47.863020,-121.804150,100006,10282.28
270:240,47.863000,-121.804230,100007,10288.65
270:240,47.862920,-121.804580,100008,10316.32
270:240,47.862560,-121.806080,100009,10435.50
270:240,47.862500,-121.806330,100010,10455.34
270:240,47.862430,-121.806630,100011,10479.12
270:240,47.862520,-121.806690,100012,10490.09
270:240,47.862550,-121.806750,100013,10495.67
270:240,47.862560,-121.806810,100014,10500.27
270:240,47.862550,-121.807020,100015,10516.03
270:240,47.862540,-121.807290,100016,10536.27
270:240,47.862520,-121.807921,100017,10583.51
270:240,47.862490,-121.808870,110002,10654.62
270:240,47.862470,-121.809850,110003,10727.95
270:240,47.862570,-121.809890,110004,10739.48
270:240,47.862960,-121.809909,110005,10782.88
270:240,47.863180,-121.809920,120002,10807.29
270:240,47.863170,-121.810770,120003,10870.91
270:240,47.863160,-121.811500,120004,10925.53
270:240,47.863110,-121.813570,120005,11080.49
270:240,47.863080,-121.814840,120006,11175.58
270:240,47.863090,-121.814970,120007,11185.40
270:240,47.863080,-121.815320,120008,11211.58
270:240,47.863070,-121.815520,120009,11226.58
270:240,47.863040,-121.816440,120010,11295.49
270:240,47.862670,-121.816450,120011,11336.67
270:240,47.862507,-121.816455,120012,11354.81
270:240,47.862310,-121.816460,130002,11376.66
270:240,47.861770,-121.816440,130003,11436.74
270:240,47.861730,-121.816860,130004,11468.47
270:240,47.861720,-121.816930,130005,11473.83
270:240,47.861670,-121.817230,130006,11496.96
270:240,47.861640,-121.817390,130007,11509.37
270:240,47.861590,-121.817660,130008,11530.31
270:240,47.861560,-121.817780,130009,11539.88
270:240,47.861510,-121.817980,130010,11555.82
270:240,47.861450,-121.818200,130011,11573.59
270:240,47.861380,-121.818440,130012,11593.13
270:240,47.861360,-121.818510,130013,11598.83
270:240,47.861260,-121.818860,130014,11627.30
270:240,47.861100,-121.819450,130015,11674.91
270:240,47.860880,-121.820260,130016,11740.26
270:240,47.860830,-121.820450,130017,11755.53
270:240,47.860710,-121.820910,130018,11792.44
270:240,47.860630,-121.821210,130019,11816.58
270:240,47.860560,-121.821450,130020,11836.12
270:240,47.860470,-121.821780,130021,11862.75
270:240,47.860370,-121.822160,130022,11893.30
270:240,47.860220,-121.822750,130023,11940.48
270:240,47.860070,-121.823310,130024,11985.59
270:240,47.859840,-121.824150,130025,12053.41
270:240,47.859610,-121.825010,130026,12122.66
270:240,47.859480,-121.825490,130027,12161.37
270:240,47.859210,-121.826470,130028,12240.62
270:240,47.858970,-121.827370,130029,12313.04
270:240,47.858730,-121.828260,130030,12384.79
270:240,47.858630,-121.828620,130031,12413.95
270:240,47.858380,-121.829550,130032,12488.87
270:240,47.858341,-121.829693,130033,12500.43
270:240,47.858210,-121.830170,140002,12538.98
270:240,47.858140,-121.830440,140003,12560.62
270:240,47.858090,-121.830640,140004,12576.60
270:240,47.858030,-121.830850,140005,12593.67
270:240,47.858000,-121.830990,140006,12604.67
270:240,47.857970,-121.831100,140007,12613.54
270:240,47.857930,-121.831230,140008,12624.24
270:240,47.857890,-121.831370,140009,12635.64
270:240,47.857740,-121.831920,140010,12680.01
270:240,47.857480,-121.832920,140011,12760.24
270:240,47.857330,-121.833470,140012,12804.65
270:240,47.857260,-121.833740,140013,12826.29
270:240,47.857130,-121.834220,140014,12865.00
270:240,47.857020,-121.834630,140015,12898.04
270:240,47.856770,-121.835580,140016,12974.36
270:240,47.856490,-121.836610,140017,13057.45
270:240,47.855850,-121.839000,140018,13249.93
270:240,47.855250,-121.841220,140019,13428.94
270:240,47.855160,-121.841570,140020,13456.98
270:240,47.854510,-121.844010,140021,13653.33
270:240,47.853890,-121.846290,140022,13837.34
270:240,47.853370,-121.848230,140023,13993.58
270:240,47.853150,-121.849040,140024,14058.93
270:240,47.852960,-121.849760,140025,14116.81
270:240,47.852800,-121.850390,140026,14167.19
270:240,47.852670,-121.850930,140027,14210.11
270:240,47.852560,-121.851430,140028,14249.49
270:240,47.852450,-121.851940,140029,14289.57
270:240,47.852350,-121.852470,140030,14330.75
270:240,47.852250,-121.853060,140031,14376.32
270:240,47.852140,-121.853700,140032,14425.73
270:240,47.852030,-121.854460,140033,14483.91
270:240,47.851790,-121.855910,140034,14595.68
270:240,47.851630,-121.856910,140035,14672.58
270:240,47.851600,-121.857090,140036,14686.48
270:240,47.851510,-121.857660,140037,14730.28
270:240,47.851380,-121.858460,140038,14791.88
270:240,47.851370,-121.858510,140039,14795.78
270:240,47.851280,-121.859070,140040,14838.85
270:240,47.851190,-121.859660,140041,14884.12
270:240,47.851130,-121.860010,140042,14911.15
270:240,47.851090,-121.860360,140043,14937.73
270:240,47.851060,-121.860640,140044,14958.94
270:240,47.851040,-121.860910,140045,14979.27
270:240,47.851020,-121.861220,140046,15002.59
270:240,47.851010,-121.861600,140047,15031.06
270:240,47.851010,-121.861900,140048,15053.49
270:240,47.851020,-121.862160,140049,15073.00
270:240,47.851040,-121.862520,140050,15100.04
270:240,47.851060,-121.862780,140051,15119.60
270:240,47.851090,-121.863070,140052,15141.58
270:240,47.851130,-121.863370,140053,15164.44
270:240,47.851160,-121.863610,140054,15182.73
270:240,47.851180,-121.863720,140055,15191.26
270:240,47.851260,-121.864220,140056,15229.73
270:240,47.851460,-121.865390,140057,15320.04
270:240,47.851580,-121.866070,140058,15372.65
270:240,47.851660,-121.866530,140059,15408.19
270:240,47.851890,-121.867910,140060,15514.59
270:240,47.852210,-121.869790,140061,15659.68
270:240,47.852540,-121.871690,140062,15806.53
270:240,47.852840,-121.873490,140063,15945.31
270:240,47.853210,-121.875660,140064,16112.82
270:240,47.853500,-121.877380,140065,16245.50
270:240,47.853760,-121.878890,140066,16362.12
270:240,47.854090,-121.880830,140067,16511.87
270:240,47.854440,-121.882900,140068,16671.58
270:240,47.854770,-121.884850,140069,16822.06
270:240,47.855000,-121.886200,140070,16926.24
270:240,47.855110,-121.886840,140071,16975.68
270:240,47.855190,-121.887360,140072,17015.58
270:240,47.855220,-121.887600,140073,17033.87
270:240,47.855240,-121.887750,140074,17045.30
270:240,47.855270,-121.888060,140075,17068.74
270:240,47.855300,-121.888370,140076,17092.15
270:240,47.855310,-121.888610,140077,17110.16
270:240,47.855320,-121.888690,140078,17116.26
270:240,47.855330,-121.888950,140079,17135.76
270:240,47.855340,-121.889220,140080,17156.00
270:240,47.855350,-121.889790,140081,17198.67
270:240,47.855370,-121.890950,140082,17285.48
270:240,47.855390,-121.891740,140083,17344.67
270:240,47.855410,-121.892530,140084,17403.84
270:240,47.855460,-121.894150,140085,17525.18
270:240,47.855470,-121.894510,140086,17552.12
270:240,47.855500,-121.895790,140087,17647.98
270:240,47.855530,-121.897020,140088,17740.09
270:240,47.855530,-121.897070,140089,17743.84
270:240,47.855550,-121.897720,140090,17792.52
270:240,47.855570,-121.898640,140091,17861.40
270:240,47.855580,-121.899150,140092,17899.56
270:240,47.855570,-121.899450,140093,17922.03
270:240,47.855540,-121.899820,140094,17949.92
270:240,47.855510,-121.900140,140095,17974.09
270:240,47.855470,-121.900460,140096,17998.44
270:240,47.855450,-121.900570,140097,18006.97
270:240,47.855420,-121.900790,140098,18023.77
270:240,47.855360,-121.901110,140099,18048.64
270:240,47.855260,-121.901610,140100,18087.65
270:240,47.855060,-121.902660,140101,18169.31
270:240,47.854990,-121.903070,140102,18200.95
270:240,47.854920,-121.903520,140103,18235.51
270:240,47.854870,-121.903970,140104,18269.65
270:240,47.854860,-121.904050,140105,18275.75
270:240,47.854820,-121.904440,140106,18305.28
270:240,47.854790,-121.904830,140107,18334.66
270:240,47.854780,-121.905130,140108,18357.13
270:240,47.854770,-121.905330,140109,18372.12
270:240,47.854770,-121.905770,140110,18405.04
270:240,47.854770,-121.906250,140111,18440.95
270:240,47.854790,-121.906750,140112,18478.44
270:240,47.854820,-121.907270,140113,18517.48
270:240,47.854940,-121.909510,140114,18685.64
270:240,47.855260,-121.915530,140115,19137.51
270:240,47.855520,-121.920500,140116,19510.52
270:240,47.855670,-121.923380,140117,19726.69
270:240,47.855710,-121.924140,140118,19783.74
270:240,47.855750,-121.924880,140119,19839.28
270:240,47.855770,-121.925290,140120,19870.06
270:240,47.855830,-121.926510,140121,19961.60
270:240,47.855870,-121.927200,140122,20013.41
270:240,47.855880,-121.927320,140123,20022.46
270:240,47.855904,-121.927775,140124,20056.66
270:240,47.855920,-121.928090,150002,20080.25
270:240,47.855970,-121.929130,150003,20158.28
270:240,47.855990,-121.929480,150004,20184.56
270:240,47.856040,-121.930390,150005,20252.86
270:240,47.856100,-121.931570,150006,20341.44
270:240,47.856300,-121.935420,150007,20630.36
270:240,47.856430,-121.937960,150008,20820.95
270:240,47.856510,-121.939310,150009,20922.36
270:240,47.856670,-121.942350,150010,21150.53
270:240,47.856710,-121.943200,150011,21214.29
270:240,47.856790,-121.944600,150012,21319.42
270:240,47.856830,-121.945510,150013,21387.66
270:240,47.856850,-121.946040,150014,21427.38
270:240,47.856850,-121.946800,150015,21484.22
270:240,47.856830,-121.947290,150016,21520.95
270:240,47.856790,-121.947910,150017,21567.56
270:240,47.856690,-121.949110,150018,21658.05
270:240,47.856620,-121.949990,150019,21724.38
270:240,47.856550,-121.950870,150020,21790.70
270:240,47.856470,-121.951890,150021,21867.54
270:240,47.856430,-121.952420,150022,21907.44
270:240,47.856400,-121.952880,150023,21942.03
270:240,47.856380,-121.953390,150024,21980.26
270:240,47.856370,-121.953830,150025,22013.17
270:240,47.856360,-121.954180,150026,22039.39
270:240,47.856360,-121.954350,150027,22052.10
270:240,47.856370,-121.954930,150028,22095.53
270:240,47.856380,-121.955260,150029,22120.22
270:240,47.856400,-121.955740,150030,22156.19
270:240,47.856430,-121.956220,150031,22192.27
270:240,47.856460,-121.956660,150032,22225.38
270:240,47.856500,-121.957110,150033,22259.33
270:240,47.856550,-121.957560,150034,22293.47
270:240,47.856610,-121.958010,150035,22327.79
270:240,47.856670,-121.958450,150036,22361.38
270:240,47.856730,-121.958840,150037,22391.31
270:240,47.856790,-121.959200,150038,22419.08
270:240,47.856870,-121.959620,150039,22451.75
270:240,47.856950,-121.960010,150040,22482.26
270:240,47.857020,-121.960330,150041,22507.44
270:240,47.857040,-121.960410,150042,22513.81
270:240,47.857140,-121.960840,150043,22547.85
270:240,47.857210,-121.961160,150044,22573.03
270:240,47.857310,-121.961590,150045,22607.08
270:240,47.857320,-121.961630,150046,22610.28
270:240,47.857430,-121.962120,150047,22648.93
270:240,47.857440,-121.962160,150048,22652.10
270:240,47.857500,-121.962390,150049,22670.57
270:240,47.857620,-121.962900,150050,22710.98
270:240,47.857630,-121.962990,150051,22717.81
270:240,47.857700,-121.963290,150052,22741.58
270:240,47.857760,-121.963530,150053,22760.73
270:240,47.857780,-121.963640,150054,22769.26
270:240,47.857890,-121.964090,150055,22805.10
270:240,47.857920,-121.964220,150056,22815.38
270:240,47.858020,-121.964720,150057,22854.39
270:240,47.858140,-121.965260,150058,22896.94
270:240,47.858220,-121.965610,150059,22924.59
270:240,47.858350,-121.966180,150060,22969.61
270:240,47.858360,-121.966225,150061,22973.17
270:240,47.858430,-121.966550,160002,22998.68
270:240,47.858500,-121.966840,160003,23021.73
270:240,47.858570,-121.967140,160004,23045.50
270:240,47.858720,-121.967810,160005,23098.32
270:240,47.858740,-121.967920,160006,23106.86
270:240,47.858770,-121.968050,160007,23117.16
270:240,47.858920,-121.968700,160008,23168.58
270:240,47.858940,-121.968800,160009,23176.41
270:240,47.859000,-121.969080,160010,23198.39
270:240,47.859050,-121.969280,160011,23214.36
270:240,47.859170,-121.969800,160012,23255.51
270:240,47.859290,-121.970330,160013,23297.33
270:240,47.859460,-121.971090,160014,23357.28
270:240,47.859490,-121.971240,160015,23368.98
270:240,47.859500,-121.971310,160016,23374.32
270:240,47.859560,-121.971570,160017,23394.89
270:240,47.859611,-121.971798,160018,23412.88
270:240,47.859680,-121.972110,170002,23437.41
270:240,47.859760,-121.972470,170003,23465.79
270:240,47.859800,-121.972660,170004,23480.69
270:240,47.859860,-121.972920,170005,23501.27
270:240,47.859920,-121.973190,170006,23522.54
270:240,47.860030,-121.973690,170007,23561.92
270:240,47.860050,-121.973760,170008,23567.59
270:240,47.860160,-121.974230,170009,23604.84
270:240,47.860190,-121.974370,170010,23615.84
270:240,47.860250,-121.974650,170011,23637.82
270:240,47.860310,-121.974900,170012,23657.69
270:240,47.860360,-121.975130,170013,23675.77
270:240,47.860440,-121.975470,170014,23702.74
270:240,47.860490,-121.975700,170015,23720.78
270:240,47.860860,-121.977260,170016,23844.56
270:240,47.860990,-121.977800,170017,23887.48
270:240,47.861080,-121.978150,170018,23915.52
270:240,47.861099,-121.978229,170019,23921.80
270:240,47.861120,-121.978320,180002,23928.99
270:240,47.861140,-121.978420,180003,23936.83
270:240,47.861200,-121.978660,180004,23955.97
270:240,47.861290,-121.979000,180005,23983.31
270:240,47.861410,-121.979410,180006,24016.75
270:240,47.861600,-121.980090,180007,24071.85
270:240,47.861750,-121.980560,180008,24110.75
270:240,47.861840,-121.980820,180009,24132.63
270:240,47.861960,-121.981200,180010,24164.03
270:240,47.862080,-121.981560,180011,24194.11
270:240,47.862440,-121.982470,180012,24273.05
270:240,47.862500,-121.982610,180013,24285.49
270:240,47.862630,-121.982930,180014,24313.44
270:240,47.862800,-121.983370,180015,24351.42
270:240,47.862860,-121.983540,180016,24365.77
270:240,47.862980,-121.983860,180017,24393.20
270:240,47.863190,-121.984430,180018,24441.79
270:240,47.863320,-121.984790,180019,24472.39
270:240,47.863470,-121.985190,180020,24506.65
270:240,47.863550,-121.985400,180021,24524.69
270:240,47.863630,-121.985620,180022,24543.41
270:240,47.863850,-121.986190,180023,24592.57
270:240,47.864170,-121.987000,180024,24662.86
270:240,47.864240,-121.987160,180025,24677.13
270:240,47.864410,-121.987580,180026,24713.82
270:240,47.864510,-121.987830,180027,24735.59
270:240,47.864640,-121.988160,180028,24764.21
270:240,47.865020,-121.989100,180029,24846.26
270:240,47.865130,-121.989380,180030,24870.49
270:240,47.865650,-121.990680,180031,24983.63
270:240,47.866001,-121.991580,180032,25061.51
270:240,47.866290,-121.992320,190002,25125.46
270:240,47.866440,-121.992690,190003,25157.79
270:240,47.866510,-121.992870,190004,25173.34
270:240,47.866860,-121.993760,190005,25250.45
270:240,47.866910,-121.993900,190006,25262.31
270:240,47.867000,-121.994120,190007,25281.57
270:240,47.867120,-121.994420,190008,25307.70
270:240,47.867310,-121.994910,190009,25350.00
270:240,47.867610,-121.995670,190010,25415.90
270:240,47.867830,-121.995550,190011,25441.96
270:240,47.867930,-121.995550,190012,25453.09
270:240,47.868080,-121.995440,190013,25471.68
270:240,47.868220,-121.995700,190014,25496.58
270:240,47.868267,-121.995856,190015,25509.35
270:240,47.868280,-121.995900,200002,25512.98
270:240,47.868260,-121.996050,200003,25524.41
270:240,47.868160,-121.996130,200004,25537.06
270:240,47.867930,-121.995550,200005,25587.41
270:240,47.867830,-121.995550,200006,25598.54
270:240,47.867610,-121.995670,200007,25624.60
270:240,47.868170,-121.997080,200008,25747.10
270:240,47.868610,-121.998170,200009,25842.19
270:240,47.868920,-121.998930,200010,25908.67
270:240,47.869300,-121.999890,200011,25992.00
270:240,47.869440,-122.000230,200012,26021.81
270:240,47.869500,-122.000370,200013,26034.22
270:240,47.869730,-122.000950,200014,26084.60
270:240,47.869920,-122.001430,200015,26126.27
270:240,47.870510,-122.002920,200016,26255.59
270:240,47.870920,-122.003960,200017,26345.78
270:240,47.871090,-122.004380,200018,26382.45
270:240,47.871140,-122.004500,200019,26393.03
270:240,47.871240,-122.004750,200020,26414.79
270:240,47.871330,-122.004990,200021,26435.33
270:240,47.871800,-122.006170,200022,26537.90
270:240,47.871940,-122.006510,200023,26567.74
270:240,47.872130,-122.006980,200024,26608.76
270:240,47.872140,-122.007010,200025,26611.26
270:240,47.872290,-122.007400,200026,26644.85
270:240,47.872390,-122.007650,200027,26666.62
270:240,47.872490,-122.007890,200028,26687.74
270:240,47.872590,-122.008160,200029,26710.78
270:240,47.872670,-122.008360,200030,26728.19
270:240,47.872677,-122.008376,200031,26729.56
270:240,47.872700,-122.008430,210002,26734.37
270:240,47.872840,-122.008800,210003,26766.13
270:240,47.872910,-122.008970,210004,26781.07
270:240,47.872930,-122.009020,210005,26785.40
270:240,47.873170,-122.009630,210006,26838.28
270:240,47.873410,-122.010230,210007,26890.49
270:240,47.873620,-122.010800,210008,26939.11
270:240,47.873640,-122.010850,210009,26943.44
270:240,47.873830,-122.011340,210010,26985.74
270:240,47.874080,-122.011970,210011,27040.45
270:240,47.874350,-122.012660,210012,27100.16
270:240,47.874520,-122.013060,210013,27135.55
270:240,47.874620,-122.013280,210014,27155.39
270:240,47.874910,-122.013880,210015,27210.68
270:240,47.875040,-122.014130,210016,27234.31
270:240,47.875180,-122.014380,210017,27258.63
270:240,47.875210,-122.014430,210018,27263.66
270:240,47.875430,-122.014780,210019,27299.47
270:240,47.875590,-122.015040,210020,27325.84
270:240,47.875820,-122.015360,210021,27360.83
270:240,47.876010,-122.015630,210022,27390.09
270:240,47.876220,-122.015900,210023,27420.97
270:240,47.876410,-122.016140,210024,27448.67
270:240,47.876470,-122.016200,210025,27456.72
270:240,47.876650,-122.016410,210026,27482.14
270:240,47.876910,-122.016700,210027,27518.29
270:240,47.877430,-122.017190,210028,27586.75
270:240,47.877890,-122.017590,210029,27645.97
270:240,47.878360,-122.017970,210030,27705.47
270:240,47.879140,-122.018620,210031,27804.86
270:240,47.879730,-122.019120,210032,27880.39
270:240,47.882350,-122.021290,210033,28213.84
270:240,47.885640,-122.024060,210034,28634.22
270:240,47.886250,-122.024570,210035,28712.04
270:240,47.886510,-122.024780,210036,28744.93
270:240,47.888180,-122.026180,210037,28958.07
270:240,47.889050,-122.026910,210038,29069.14
270:240,47.889620,-122.027390,210039,29141.99
270:240,47.889760,-122.027500,210040,29159.57
270:240,47.889850,-122.027580,210041,29171.25
270:240,47.890340,-122.027990,210042,29233.73
270:240,47.891090,-122.028620,210043,29329.53
270:240,47.892460,-122.029770,210044,29504.46
270:240,47.894920,-122.031820,210045,29817.97
270:240,47.895890,-122.032640,210046,29942.03
270:240,47.897670,-122.034130,210047,30169.13
270:240,47.899020,-122.035250,210048,30341.01
270:240,47.899070,-122.035290,210049,30347.35
270:240,47.899240,-122.035440,210050,30369.33
270:240,47.899640,-122.035780,210051,30420.56
270:240,47.900130,-122.036200,210052,30483.44
270:240,47.900670,-122.036670,210053,30553.03
270:240,47.901060,-122.037030,210054,30604.05
270:240,47.901300,-122.037270,210055,30636.21
270:240,47.901380,-122.037360,210056,30647.36
270:240,47.901400,-122.037380,210057,30650.02
270:240,47.901450,-122.037430,210058,30656.75
270:240,47.901730,-122.037750,210059,30695.98
270:240,47.902070,-122.038210,210060,30747.10
270:240,47.902420,-122.038680,210061,30799.52
270:240,47.902690,-122.039080,210062,30841.92
270:240,47.902820,-122.039280,210063,30862.71
270:240,47.903120,-122.039720,210064,30909.58
270:240,47.903750,-122.040660,210065,31008.77
270:240,47.904300,-122.041490,210066,31095.88
270:240,47.904490,-122.041780,210067,31126.14
270:240,47.904630,-122.041990,210068,31148.24
270:240,47.905600,-122.043450,210069,31301.68
270:240,47.906190,-122.044300,210070,31393.03
270:240,47.906630,-122.044940,210071,31461.45
270:240,47.907090,-122.045650,210072,31535.16
270:240,47.907260,-122.045900,210073,31561.70
270:240,47.907540,-122.046340,210074,31607.00
270:240,47.907780,-122.046730,210075,31646.50
270:240,47.908130,-122.047330,210076,31705.90
270:240,47.908430,-122.047890,210077,31759.43
270:240,47.908730,-122.048480,210078,31814.72
270:240,47.909020,-122.049110,210079,31871.78
270:240,47.909410,-122.050010,210080,31951.82
270:240,47.909780,-122.050950,210081,32033.26
270:240,47.910120,-122.051920,210082,32115.04
270:240,47.910400,-122.052830,210083,32189.84
270:240,47.910670,-122.053790,210084,32267.62
270:240,47.911400,-122.056560,210085,32490.03
270:240,47.911550,-122.057130,210086,32535.78
270:240,47.911680,-122.057560,210087,32571.02
270:240,47.911820,-122.057970,210088,32605.40
270:240,47.912030,-122.058560,210089,32655.33
270:240,47.912800,-122.060710,210090,32837.41
270:240,47.913420,-122.062460,210091,32985.27
270:240,47.913670,-122.063200,210092,33047.18
270:240,47.913870,-122.063890,210093,33103.32
270:240,47.914030,-122.064490,210094,33151.57
270:240,47.914150,-122.065050,210095,33195.49
270:240,47.914260,-122.065660,210096,33242.68
270:240,47.914340,-122.066220,210097,33285.50
270:240,47.914510,-122.066990,210098,33346.06
270:240,47.914620,-122.067570,210099,33391.08
270:240,47.914690,-122.067930,210100,33419.12
270:240,47.914770,-122.068310,210101,33448.87
270:240,47.914920,-122.068850,210102,33492.55
270:240,47.915040,-122.069220,210103,33523.24
270:240,47.915210,-122.069650,210104,33560.55
270:240,47.915400,-122.070030,210105,33595.94
270:240,47.915560,-122.070320,210106,33623.98
270:240,47.915730,-122.070580,210107,33651.11
270:240,47.916090,-122.071090,210108,33706.37
270:240,47.915930,-122.071460,210109,33739.23
270:240,47.915750,-122.071900,210110,33777.72
270:240,47.915610,-122.072230,210111,33806.86
270:240,47.915350,-122.072880,210112,33863.40
270:240,47.915200,-122.073200,210113,33892.57
270:240,47.915040,-122.073520,210114,33922.35
270:240,47.914610,-122.074270,210115,33996.02
270:240,47.914350,-122.074700,210116,34039.24
270:240,47.914010,-122.075260,210117,34095.63
270:240,47.913740,-122.075720,210118,34141.26
270:240,47.913530,-122.076100,210119,34178.05
270:240,47.913490,-122.076200,210120,34186.73
270:240,47.913440,-122.076310,210121,34196.67
270:240,47.913370,-122.076520,210122,34214.20
270:240,47.913330,-122.076690,210123,34227.64
270:240,47.913310,-122.076830,210124,34238.30
270:240,47.913290,-122.077000,210125,34251.20
270:240,47.913270,-122.077390,210126,34280.46
270:240,47.913280,-122.077820,210127,34312.62
270:240,47.913280,-122.077860,210128,34315.60
270:240,47.913290,-122.078260,210129,34345.50
270:240,47.913290,-122.078320,210130,34349.98
270:240,47.913290,-122.078460,210131,34360.44
270:240,47.913290,-122.078531,210132,34365.77
270:240,47.913290,-122.078830,220002,34388.11
270:240,47.913290,-122.079010,220003,34401.56
270:240,47.913300,-122.079450,220004,34434.44
270:240,47.913300,-122.079800,220005,34460.60
270:240,47.913310,-122.080210,220006,34491.26
270:240,47.913310,-122.080260,220007,34495.01
270:240,47.913300,-122.081030,220008,34552.55
270:240,47.913270,-122.081400,220009,34580.41
270:240,47.913220,-122.081920,220010,34619.67
270:240,47.913200,-122.082040,220011,34628.94
270:240,47.913150,-122.082400,220012,34656.40
270:240,47.913120,-122.082580,220013,34670.30
270:240,47.913070,-122.082920,220014,34696.30
270:240,47.912990,-122.083400,220015,34733.27
270:240,47.912920,-122.083820,220016,34765.61
270:240,47.912840,-122.084300,220017,34802.58
270:240,47.912740,-122.084900,220018,34848.79
270:240,47.912700,-122.085170,220019,34869.45
270:240,47.912680,-122.085430,220020,34889.02
270:240,47.912670,-122.085550,220021,34898.07
270:240,47.912670,-122.085640,220022,34904.78
270:240,47.912670,-122.085690,220023,34908.53
270:240,47.912670,-122.086120,220024,34940.66
270:240,47.912690,-122.086690,220025,34983.33
270:240,47.912690,-122.086790,220026,34990.80
270:240,47.912690,-122.086840,220027,34994.54
270:240,47.912693,-122.087025,220028,35008.35
270:240,47.912700,-122.087440,230002,35039.38
270:240,47.912710,-122.087790,230003,35065.59
270:240,47.912720,-122.088010,230004,35082.08
270:240,47.912720,-122.088040,230005,35084.31
270:240,47.912730,-122.088350,230006,35107.53
270:240,47.912730,-122.088540,230007,35121.74
270:240,47.912730,-122.088600,230008,35126.22
270:240,47.912740,-122.088950,230009,35152.37
270:240,47.912760,-122.089630,230010,35203.27
270:240,47.912760,-122.089740,230011,35211.47
270:240,47.912770,-122.090110,230012,35239.15
270:240,47.912770,-122.090190,230013,35245.12
270:240,47.912780,-122.090310,230014,35254.17
270:240,47.912780,-122.090340,230015,35256.40
270:240,47.912800,-122.090970,230016,35303.55
270:240,47.912806,-122.091217,230017,35321.99
270:240,47.912820,-122.091740,240002,35361.16
270:240,47.912820,-122.091890,240003,35372.37
270:240,47.912840,-122.092560,240004,35422.48
270:240,47.912850,-122.092880,240005,35446.44
270:240,47.912850,-122.093050,240006,35459.15
270:240,47.912860,-122.093320,240007,35479.36
270:240,47.912860,-122.093480,240008,35491.34
270:240,47.912860,-122.093540,240009,35495.82
270:240,47.912866,-122.093750,240010,35511.55
270:240,47.912870,-122.093890,250002,35522.03
270:240,47.912890,-122.094420,250003,35561.69
270:240,47.912900,-122.094750,250004,35586.37
270:240,47.912900,-122.094970,250005,35602.83
270:240,47.912910,-122.095510,250006,35643.19
270:240,47.912910,-122.095610,250007,35650.69
270:240,47.912920,-122.095790,250008,35664.16
270:240,47.912930,-122.096030,250009,35682.14
270:240,47.912940,-122.096390,250010,35709.06
270:240,47.912940,-122.096570,250011,35722.53
270:240,47.912950,-122.096990,250012,35753.92
270:240,47.912950,-122.097130,250013,35764.38
270:240,47.912950,-122.097160,250014,35766.63
270:240,47.912975,-122.097766,250015,35812.05
270:240,47.912980,-122.097880,260002,35820.55
270:240,47.912990,-122.098110,260003,35837.80
270:240,47.913000,-122.098520,260004,35868.44
270:240,47.913170,-122.098520,260005,35887.33
270:240,47.913340,-122.098510,260006,35906.26
270:240,47.913390,-122.098510,260007,35911.81
270:240,47.913690,-122.098500,260008,35945.18
270:240,47.913880,-122.098490,260009,35966.31
270:240,47.914120,-122.098470,260010,35993.04
270:240,47.914450,-122.098450,260011,36029.77
270:240,47.914530,-122.098440,260012,36038.67
270:240,47.914550,-122.098440,260013,36040.89
270:240,47.914839,-122.098427,260014,36073.05
270:240,47.916050,-122.098370,270002,36207.74
270:240,47.916070,-122.098370,270003,36209.96
270:240,47.916190,-122.098360,270004,36223.31
270:240,47.916450,-122.098350,270005,36252.24
270:240,47.917590,-122.098290,270006,36379.10
270:240,47.918010,-122.098265,270007,36425.76
270:240,47.919090,-122.098200,280002,36545.98
270:240,47.919110,-122.098200,280003,36548.20
270:240,47.919200,-122.098200,280004,36558.20
270:240,47.919560,-122.098170,280005,36598.28
270:240,47.919770,-122.098160,280006,36621.63
270:240,47.919930,-122.098150,280007,36639.43
270:240,47.920380,-122.098120,280008,36689.54
270:240,47.920440,-122.098120,280009,36696.18
270:240,47.920690,-122.098100,280010,36724.01
270:240,47.920780,-122.098100,280011,36734.04
270:240,47.920900,-122.098090,280012,36747.39
270:240,47.921110,-122.098080,280013,36770.74
270:240,47.921200,-122.098070,280014,36780.76
270:240,47.921340,-122.098060,280015,36796.34
270:240,47.921520,-122.098050,280016,36816.39
